ts,run_id,schema_version,chain,token_address,token_symbol,token_name,pool_address,decision,reject_reasons,honeypot,sell_tax,buy_tax,can_mint,can_blacklist,can_pause,is_proxy
2026-06-21T11:07:21.119Z,ff0c824a-db7c-484b-b529-f143ff34b96e,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:09:20.477Z,6a4914be-7f1b-4f93-a7a5-f91902eb9d87,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:11:20.996Z,bbed1e0f-2581-45ef-9ff9-d39f8d06a2a3,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:11:21.021Z,bbed1e0f-2581-45ef-9ff9-d39f8d06a2a3,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:13:20.850Z,27f20572-14d4-4563-ac04-f15289f5066c,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:13:20.888Z,27f20572-14d4-4563-ac04-f15289f5066c,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:13:20.907Z,27f20572-14d4-4563-ac04-f15289f5066c,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:15:20.565Z,b576db8a-a738-491a-acfb-397ab9649974,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:15:20.597Z,b576db8a-a738-491a-acfb-397ab9649974,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:15:20.636Z,b576db8a-a738-491a-acfb-397ab9649974,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:17:20.624Z,1cc74257-c018-482f-a534-3d6ea593b404,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:17:20.645Z,1cc74257-c018-482f-a534-3d6ea593b404,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:17:20.693Z,1cc74257-c018-482f-a534-3d6ea593b404,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:19:20.575Z,499800cb-2fc3-48b1-96d1-5435d6f9aa73,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:19:20.613Z,499800cb-2fc3-48b1-96d1-5435d6f9aa73,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:19:20.649Z,499800cb-2fc3-48b1-96d1-5435d6f9aa73,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:21:20.595Z,9c07c2fb-fe61-4e93-9afc-d2247f7b3897,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:21:20.633Z,9c07c2fb-fe61-4e93-9afc-d2247f7b3897,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:21:20.656Z,9c07c2fb-fe61-4e93-9afc-d2247f7b3897,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:23:20.777Z,293fecd5-593d-4b59-8be0-b0f5ca8164e2,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:23:20.830Z,293fecd5-593d-4b59-8be0-b0f5ca8164e2,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:23:20.867Z,293fecd5-593d-4b59-8be0-b0f5ca8164e2,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:25:20.655Z,b5af66b3-1d5a-4401-9b3a-81eaacf426d6,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:25:20.682Z,b5af66b3-1d5a-4401-9b3a-81eaacf426d6,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:25:20.705Z,b5af66b3-1d5a-4401-9b3a-81eaacf426d6,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:27:20.588Z,e071d4b1-d429-4d1a-b74f-186e170e785f,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:27:20.597Z,e071d4b1-d429-4d1a-b74f-186e170e785f,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:27:20.608Z,e071d4b1-d429-4d1a-b74f-186e170e785f,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:29:20.956Z,f3859c19-4f13-4739-8a00-a5d4a0e7cb97,1.0.0,ethereum,0xe1991adca75a83ed6b75babcf3a17cc13ba2273a,ROBO,Fabric Protocol,0xb66b60a7940ee86de1e64e56d73bd7cc6b15a276,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:29:20.963Z,f3859c19-4f13-4739-8a00-a5d4a0e7cb97,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,Ontology,0x132900f53a0c6cf201d84dd17790b298ff2bab0b,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:29:20.969Z,f3859c19-4f13-4739-8a00-a5d4a0e7cb97,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,Flow,0x52686f24727cdc64666c7a1ce07d28cb74f90053,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
2026-06-21T11:29:20.975Z,f3859c19-4f13-4739-8a00-a5d4a0e7cb97,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,Movement,0xcc39696870232e3f87a3aab937a8a2481a9b7684,CONTRACT_REJECT,owner_can_mint,false,0.00,0.00,true,false,false,false
