ts,run_id,schema_version,chain,token_address,token_symbol,source,verified,honeypot,buy_tax,sell_tax,can_mint,can_blacklist,can_pause,is_proxy,owner_renounced,lp_locked_or_burned,hard_reject,reject_reason,token_name,goplus_queried,honeypot_queried,decision,reject_reasons
2026-06-21T11:33:59.531Z,3dc9b166-916b-4b96-a262-afbb2d77b4f7,1.0.0,base,0xee95c0656e4aed66f9a138ffc92b567b54eaa76f,PEAK,goplus,true,false,,,false,false,false,false,false,,false,,PEAK,true,false,CONTRACT_SAFE,
2026-06-21T11:34:03.911Z,3dc9b166-916b-4b96-a262-afbb2d77b4f7,1.0.0,base,0xec73ddbca8786de80f4b9a5790b7e2497b987777,leverageIT,goplus,true,false,,,false,false,false,false,false,,false,,magicalinternet.money,true,false,CONTRACT_SAFE,
2026-06-21T11:34:08.250Z,3dc9b166-916b-4b96-a262-afbb2d77b4f7,1.0.0,base,0xe712294ba1955698cc563d7b5f223bd4067edb07,leverageIT,goplus,true,false,,,false,false,false,false,false,,false,,magicalinternet.money,true,false,CONTRACT_SAFE,
2026-06-21T11:34:17.065Z,3dc9b166-916b-4b96-a262-afbb2d77b4f7,1.0.0,base,0x2253d3c07c90b238a1824807ce676b0605288475,OPL,goplus,true,false,0.00,0.00,false,false,false,false,,false,false,,OpenLayer,true,false,CONTRACT_SAFE,
2026-06-21T11:35:24.919Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0x904e26090a0dd76db9d4218b6d6dafb4675fd80f,HOLO,goplus,false,false,0.00,0.00,,,,,,,false,,Holoworld AI,true,true,CONTRACT_SAFE,
2026-06-21T11:35:29.258Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0xe1991adca75a83ed6b75babcf3a17cc13ba2273a,ROBO,goplus,true,false,0.00,0.00,true,false,false,false,false,,true,owner_can_mint,Fabric Protocol,true,true,CONTRACT_REJECT,owner_can_mint
2026-06-21T11:35:33.654Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,goplus,true,false,0.00,0.00,true,false,false,false,false,,true,owner_can_mint,Ontology,true,true,CONTRACT_REJECT,owner_can_mint
2026-06-21T11:35:37.961Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0x87f689c4d14d1b29790160903dbb2f0781bf783c,FLOW,goplus,true,false,0.00,0.00,true,false,false,false,false,,true,owner_can_mint,Flow,true,true,CONTRACT_REJECT,owner_can_mint
2026-06-21T11:35:42.301Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0xcf6f93bf836aaa039b735c7bbe733e132a470ebd,MOVE,goplus,true,false,0.00,0.00,true,false,false,false,false,false,true,owner_can_mint,Movement,true,true,CONTRACT_REJECT,owner_can_mint
2026-06-21T11:35:46.635Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,ethereum,0x6d32ce6de3b4227cfc198a5ec01de98c3a9e3ce0,discover,goplus,true,false,0.00,0.00,false,false,false,false,,false,false,,discover.me,true,true,CONTRACT_SAFE,
2026-06-21T11:35:55.372Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,base,0x4ccb6166deea1d12b9343107c14ce479e5d1222a,XALGORIX,goplus,true,false,,,false,false,false,false,,,false,,Xalgorix,true,true,CONTRACT_SAFE,
2026-06-21T11:36:04.037Z,ea99f79a-e1ab-4cfe-b750-5b668a8cc5bc,1.0.0,base,0x2253d3c07c90b238a1824807ce676b0605288475,OPL,goplus,true,false,0.00,0.00,false,false,false,false,,false,false,,OpenLayer,true,false,CONTRACT_SAFE,
2026-06-21T11:37:25.007Z,ea14c2f6-4de0-4078-9895-1ce602b9fa98,1.0.0,ethereum,0x904e26090a0dd76db9d4218b6d6dafb4675fd80f,HOLO,goplus,false,false,0.00,0.00,,,,,,,false,,Holoworld AI,true,true,CONTRACT_SAFE,
2026-06-21T11:37:29.315Z,ea14c2f6-4de0-4078-9895-1ce602b9fa98,1.0.0,ethereum,0xe1991adca75a83ed6b75babcf3a17cc13ba2273a,ROBO,goplus,true,false,0.00,0.00,true,false,false,false,false,,true,owner_can_mint,Fabric Protocol,true,true,CONTRACT_REJECT,owner_can_mint
2026-06-21T11:37:33.639Z,ea14c2f6-4de0-4078-9895-1ce602b9fa98,1.0.0,ethereum,0x3ce436dd6c26745a95b95a242359debb2b91296d,ONT,goplus,true,false,0.00,0.00,true,false,false,false,false,,true,owner_can_mint,Ontology,true,true,CONTRACT_REJECT,owner_can_mint
